tid,cmpd_chembl_id,canonical_smiles,standard_type,value,confidence_score,cmpd_pref_name,activity_comment
10980,CHEMBL3814311,Nc1ncnc(Oc2ccc(NC(=O)C3(C(=O)Nc4ccc(F)cc4)CC3)cc2F)c1/C=N/O,pIC50,6.85,9,,
10980,CHEMBL2385586,c1cc(N2CCNCC2)ccc1-c1cnc2c(-c3cn[nH]c3)cnn2c1,pIC50,7.85,9,,
10980,CHEMBL3959341,O=C(Nc1cccc(OC(F)(F)F)c1)Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)c(F)c1,pIC50,8.31,8,,410200
10980,CHEMBL3690489,O=C(NCC(F)(F)F)Nc1cccc(-c2cnc3cc(-c4ccc(OC5CCNCC5)nn4)ccn23)c1,pIC50,7.41,9,,259773
10980,CHEMBL2385582,c1ccc2c(-c3cnn4cc(-c5ccc(N6CCOCC6)cc5)cnc34)ccnc2c1,pIC50,5.27,9,,
10980,CHEMBL194872,CONC(=O)c1cc(Nc2ncnn3cc(-c4nnc(CC(F)(F)F)o4)c(C(C)C)c23)c(F)cc1F,pIC50,7.54,9,,
10980,CHEMBL2023227,Cn1cc(-c2cnc(N)c3c(-c4ccc(NC(=O)Nc5ccccc5F)cc4)csc23)cn1,pIC50,8.52,8,,
10980,CHEMBL2023226,Cn1cc(-c2cnc(N)c3c(-c4ccc(NC(=O)Nc5ccccc5)cc4)csc23)cn1,pIC50,8.52,8,,
10980,CHEMBL2023225,Cc1ccccc1NC(=O)Nc1ccc(-c2csc3c(-c4cnn(C)c4)cnc(N)c23)cc1,pIC50,8.7,8,,
10980,CHEMBL2023224,Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(-c5cc[nH]n5)cnc(N)c34)cc2)c1,pIC50,8.37,9,,
10980,CHEMBL2023223,Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(-c5ccsc5)cnc(N)c34)cc2)c1,pIC50,7.78,9,,
10980,CHEMBL2023222,Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(-c5ccoc5)cnc(N)c34)cc2)c1,pIC50,7.975,9,,
10980,CHEMBL2023221,CNC(=O)c1cnc(N)c2c(-c3ccc(NC(=O)Nc4cccc(C)c4)cc3)csc12,pIC50,8.85,9,,
10980,CHEMBL2023220,CNC(=O)/C=C/c1cnc(N)c2c(-c3ccc(NC(=O)Nc4cccc(C)c4)cc3)csc12,pIC50,7.94,9,,
10980,CHEMBL2023229,Cn1cc(-c2cnc(N)c3c(-c4ccc(NC(=O)Nc5ccc(Cl)cc5)cc4)csc23)cn1,pIC50,8.1,8,,
10980,CHEMBL2023228,Cn1cc(-c2cnc(N)c3c(-c4ccc(NC(=O)Nc5cccc(Cl)c5)cc4)csc23)cn1,pIC50,8.15,8,,
10980,CHEMBL202408,O=C(Nc1ccc(N2CCOCC2)cc1)c1scnc1CCc1ccncc1,pIC50,6.195,9,,
10980,CHEMBL3913290,O=C(Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)cc1)Nc1cc(C(F)(F)F)ccc1Cl,pIC50,7.98,8,,410167
10980,CHEMBL510814,Cc1cccc(NC(=O)Nc2ccc(-c3cnc4c(-c5ccc6c(c5)OCO6)cnn4c3N)cc2)c1,pIC50,7.725,9,,
10980,CHEMBL4060841,Nc1ncc2ccc(-c3ccc(NC(=S)Nc4ccc(OC(F)(F)F)cc4Br)cc3)cc2n1,pIC50,9.51,9,,
10980,CHEMBL3676370,C=CC(=O)Nc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1OCCNC(=O)CCOC,pIC50,6.56,9,,266690
10980,CHEMBL3676371,C=CC(=O)Nc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1OCCNC(=O)CN(CC)CC,pIC50,6.51,9,,266691
10980,CHEMBL3676372,C=CC(=O)Nc1cc2c(Nc3ccc(Br)c(Cl)c3)ncnc2cc1OCCNC(=O)CN(C)C,pIC50,5,9,,266692
10980,CHEMBL3676373,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC(C)(C)NC(=O)CN(C)C,pIC50,5,9,,266693
10980,CHEMBL3676374,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC(C)NC(=O)CCN(CC)CC,pIC50,6.6,9,,266694
10980,CHEMBL3676375,C=CC(=O)Nc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1OCC(C)NC(=O)CN(C)C,pIC50,6.16,9,,266695
10980,CHEMBL3676377,C=CC(=O)Nc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1OC[C@@H](C)NC(=O)CN(C)C,pIC50,6.265,9,,266697
10980,CHEMBL3676378,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC(CC)NC(=O)CN(C)C,pIC50,6.01,9,,266698
10980,CHEMBL3676379,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)C(COC)N(C)C,pIC50,5.95,9,,266699
10980,CHEMBL3895469,Cc1ccc(F)c(C(=O)Nc2cccc(C#Cc3ccc4nccn4n3)c2)c1,pIC50,5.655,8,,357153
10980,CHEMBL426703,CC(C)Cn1c2ccc(NC(=O)c3cccs3)cc2c2c3c(c4c(c21)CCc1nn(C)cc1-4)C(=O)NC3,pIC50,8.15,9,,
10980,CHEMBL276395,Cc1ccc(C(=O)Nc2cc(C(F)(F)F)ccc2N2CCCCC2)cc1Oc1ncccc1-c1ccncn1,pIC50,5.89,9,,
10980,CHEMBL473287,O=C(Nc1cccc(Br)c1)c1nscc1NCc1ccncc1,pIC50,7.125,8,,
10980,CHEMBL407715,COc1cc2nccc(Oc3ccc4c(C(=O)Nc5ccc(C(C)(C)C)cc5)cccc4c3)c2cc1OC,pIC50,9.15,9,,
10980,CHEMBL473288,O=C(Nc1ccc(Br)cc1)c1nscc1NCc1ccncc1,pIC50,6.31,8,,
10980,CHEMBL459647,COc1ccc2c(Oc3ccc(NC(=O)c4c(C)n(CC(C)C)n(-c5ccccc5)c4=O)cc3F)ccnc2c1,pIC50,6.48,9,,
10980,CHEMBL218201,CCCn1c2ccc(NC(=O)Nc3ccc(OC)cc3)cc2c2c3c(c4c(c21)CCc1nn(C)cc1-4)C(=O)NC3,pIC50,7.8,9,,
10980,CHEMBL3975481,O=C(Nc1cccc(C(F)(F)F)c1)Nc1ccc(Oc2cc(NC(=O)C3CC3)ncn2)cc1F,pIC50,8.07,8,,410133
10980,CHEMBL3972455,O=C(Nc1ccc(C#Cc2ccc3nc(NC(=O)Nc4ccc(F)c(Cl)c4)cn3n2)cc1)Nc1ccc(F)c(Cl)c1,pIC50,5.53,8,,357145
10980,CHEMBL3905131,C[C@@H](Nc1ncnc2[nH]c(-c3ccc(C(=O)NCCNCCCCCC(=O)NO)cc3)cc12)c1ccccc1,pIC50,7,9,,
10980,CHEMBL222852,N#Cc1cnc(Nc2cc(CN3CCN(C(=O)CO)CC3)ccn2)s1,pIC50,7.64,9,,
10980,CHEMBL3780276,COc1ccc(Cc2nnc(Nc3ccc(NC(=O)Nc4ccc(OC)cc4)cc3)c3ccccc23)cc1,pIC50,7.07,9,,
10980,CHEMBL328029,O=C1Nc2ccccc2/C1=C/c1cc2c([nH]1)CCCC2,pIC50,6.32,8,,
10980,CHEMBL96150,Fc1ccc(-c2cnn3cc(-c4ccncc4)cnc23)cc1Cl,pIC50,6.58,8,,
10980,CHEMBL496150,CN(C)[C@H]1CCN(c2ccc3[nH]c(-c4c(N)c5ccccc5[nH]c4=O)nc3c2)C1,pIC50,7.22,9,,
10980,CHEMBL396586,CCOC(=O)Nc1cccc2c1Cc1c-2n[nH]c1-c1ccsc1,pIC50,6.19,8,,
10980,CHEMBL4443510,O=C(CCSC(=S)N1CCCCC1)Nc1cccc(NC(=O)c2ccccn2)c1,pIC50,6.95,9,,
10980,CHEMBL462023,CC(C)n1cnc(-c2cc3nccc(Oc4ccc(NC(=O)C5CC(=O)N(c6ccccc6)C5)cc4F)c3s2)c1,pIC50,6.1,8,,
10980,CHEMBL258805,COc1ccc2c(c1)/C(=C/c1cnc[nH]1)C(=O)N2,pIC50,6.89,8,SU-9516,
10980,CHEMBL247389,O=C(Nc1cccc2c1Cc1c-2n[nH]c1-c1ccsc1)c1ccco1,pIC50,6.96,8,,
10980,CHEMBL247388,COC(=O)C(=O)Nc1cccc2c1Cc1c-2n[nH]c1-c1ccsc1,pIC50,7.3,8,,
10980,CHEMBL4463359,COc1ccc(C(=O)Nc2ccc(C(=O)N/N=C3\C(=O)Nc4ccc(Br)cc43)cc2)cc1,pIC50,6.15,9,,
10980,CHEMBL3916992,O=C(Nc1cc(N2CCC(O)CC2)cc(C(F)(F)F)c1)Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)c(F)c1,pIC50,8.28,8,,410076
10980,CHEMBL3976026,Cc1cccc(NC(=O)Nc2ccc(C3CN=C4c5ccccc5NC(=O)N4C3)cc2)c1,pIC50,6.48,8,,411575
10980,CHEMBL4211935,CC(=O)Nc1cn2cc(-c3cc(NC(=O)c4ccccc4)ccc3C)ccc2n1,pIC50,4.96,9,,
10980,CHEMBL404497,CC(=O)c1ccc2[nH]c3c4c(c5c(c3c2c1)CNC5=O)-c1cn(C)nc1CC4,pIC50,7.46,8,,
10980,CHEMBL404495,CCn1ccnc1-c1cc2nccc(Oc3ccc(NC(=S)NC(=O)Cc4ccccc4)cc3F)c2s1,pIC50,7.6,8,,
10980,CHEMBL438797,Cc1ccccc1NC(=O)Nc1ccc(-c2c(C)sc3ncnc(N)c23)cc1,pIC50,6.59,8,,
10980,CHEMBL517469,CCn1cnc(-c2cc3nccc(Oc4ccc(NC(=O)N5CCN(c6ccccc6F)C5=O)cc4F)c3s2)c1,pIC50,8.52,8,,
10980,CHEMBL45942,Cc1ccccc1Nc1nccc(-n2ccnc2-c2ccccc2)n1,pIC50,5.51,8,,
10980,CHEMBL358843,CC(C)[S+]([O-])Cc1ccc2c(c1)c1c3c(c4c(c1n2CCCO)Cc1ccccc1-4)C(=O)NC3,pIC50,6.51,8,,
10980,CHEMBL304760,c1ccc(Oc2ccc(Nc3ncnc4ccccc34)cc2)cc1,pIC50,5.57,9,,
10980,CHEMBL436968,CC(C)Oc1cc(OCCN2CCOCC2)cc2ncnc(Nc3c(Cl)ccc4c3OCO4)c12,pIC50,5,9,,
10980,CHEMBL257788,CCO/N=C/c1ccc2[nH]c3c4c(c5c(c3c2c1)CNC5=O)-c1cn(C)nc1CC4,pIC50,8.4,9,,
10980,CHEMBL257789,CO/N=C(\C)c1ccc2[nH]c3c4c(c5c(c3c2c1)CNC5=O)-c1cn(C)nc1CC4,pIC50,9,9,,
10980,CHEMBL257787,CO/N=C/c1ccc2[nH]c3c4c(c5c(c3c2c1)CNC5=O)-c1cn(C)nc1CC4,pIC50,7.75,9,,
10980,CHEMBL4534317,O=C(Nc1nc2ccc(F)cc2s1)c1cn(-c2ccccc2)nc1-c1ccc(F)cc1,pIC50,6.88,9,,
10980,CHEMBL3985051,COC(=O)CCCCS(C)(=O)=NC(=O)c1cnc(N)c(C#Cc2cccc(C(=O)Nc3cc(C(C)(C)C)on3)c2)c1,pIC50,8.5,8,,368391
10980,CHEMBL376077,Cc1ccccc1NC(=O)Nc1ccc(-c2cccc3[nH]nc(N)c23)cc1,pIC50,7.08,9,,
10980,CHEMBL4241470,Nc1onc2nc(-c3ccccc3)cc(-c3ccc(NC(=O)Nc4cccc(Cl)c4)cc3)c12,pIC50,6.59,9,,
10980,CHEMBL1076198,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc2ccccc2n1-c1cc(NCCCCN(C)C)ncn1,pIC50,6.6,8,,
10980,CHEMBL1076199,CCN(CC)CCCCNc1cc(-n2c(Nc3cc(C(=O)Nc4cccc(C(F)(F)F)c4)ccc3C)nc3ccccc32)ncn1,pIC50,6.61,8,,
10980,CHEMBL1076193,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nc5ccccc5n4-c4cc(N)ncn4)c3)cc(C(F)(F)F)c2)cn1,pIC50,7.7,8,,
10980,CHEMBL1076194,Cc1cccc(NC(=O)c2ccc(C)c(Nc3nc4ccccc4n3-c3cc(NCCCCN(C)C)ncn3)c2)c1,pIC50,5.83,8,,
10980,CHEMBL1076195,CCN(CC)CCCCNc1cc(-n2c(Nc3cc(C(=O)Nc4cccc(C)c4)ccc3C)nc3ccccc32)ncn1,pIC50,5.87,8,,
10980,CHEMBL292864,O=C1Nc2ccc(Br)cc2/C1=C/c1[nH]cc2c1CCOC2=O,pIC50,4.96,8,,
10980,CHEMBL1076197,Cc1cccc(NC(=O)c2ccc(C)c(Nc3nc4ccccc4n3-c3cc(NCCCN4CCN(C)CC4)ncn3)c2)c1,pIC50,5.95,8,,
10980,CHEMBL256786,O=C(Cc1ccccc1)NC(=S)Nc1ccc(Oc2ccnc3cc(-c4cncnc4)sc23)c(F)c1,pIC50,6.76,8,,
10980,CHEMBL270070,NC(=O)Nc1ccc(-c2cccc3onc(N)c23)cc1,pIC50,4.9,8,,
10980,CHEMBL3681317,Cc1nc2cc(-n3ncc(C(=O)c4cc5ccc(S(C)(=O)=O)cc5[nH]4)c3N)ccc2[nH]1,pIC50,6,9,,
10980,CHEMBL3686066,O=C(NCC(F)(F)F)Nc1cccc(-c2cnc3cc(-c4ccc(N5CCCCC5)nn4)ccn23)c1,pIC50,7.7,9,,259655
10980,CHEMBL3686065,CN1CCC(n2cc(-c3ccn4c(-c5cccc(NC(=O)NCC(F)(F)F)c5)cnc4c3)cn2)CC1,pIC50,7.87,9,,259654
10980,CHEMBL489329,Clc1cccc(-n2cc(-c3ccccc3NCc3cccnc3)nn2)c1,pIC50,5.37,8,,
10980,CHEMBL411725,Nc1noc2cccc(-c3ccc(NC(=O)Nc4ccccc4)cc3)c12,pIC50,7.62,9,,
10980,CHEMBL1241683,CC(C)n1nc(-c2ccc3nc(Cl)ccc3c2)c2c(N)ncnc21,pIC50,6.02,8,,
10980,CHEMBL470076,Cc1ccc(NC(=O)Nc2ccc(-c3cnc4c(Br)cnn4c3N)cc2)cc1,pIC50,6.09,8,,
10980,CHEMBL3686063,O=C(NCC(F)(F)F)Nc1cccc(-c2cnc3cc(-c4cnn(C5CCNCC5)c4)ccn23)c1,pIC50,7.97,9,,259652
10980,CHEMBL203796,COc1cccc(Nc2nnc(-c3c(NCc4ccncc4)ncn3C)o2)c1,pIC50,7.04,9,,
10980,CHEMBL3686062,O=C(NCC(F)(F)F)Nc1cccc(-c2cnc3cc(-c4ccccn4)ccn23)c1,pIC50,7.43,9,,259651
10980,CHEMBL3690509,Cc1nnc(-c2ccn3c(-c4cccc(NC(=O)NC5CC5)c4)cnc3c2)o1,pIC50,6.16,9,,259826
10980,CHEMBL382584,O=C(Nc1ccc(Br)cc1)c1ccccc1Cn1ccc2ncnc-2c1,pIC50,6.42,9,,
10980,CHEMBL3686061,CCOC(=O)C(C)(C)n1cc(-c2ccn3c(-c4cccc(NC(=O)NCC(F)(F)F)c4)cnc3c2)cn1,pIC50,7.39,9,,259650
10980,CHEMBL3690503,Cc1cc(C)nc(-c2ccn3c(-c4cccc(NC(=O)NCC(F)(F)F)c4)cnc3c2)c1,pIC50,6.88,9,,259806
10980,CHEMBL4436907,O=C(Nc1ccc(Cl)cc1)Nc1ccc(C(=O)N/N=C2\C(=O)Nc3ccc(Cl)cc32)cc1,pIC50,5.4,9,,
10980,CHEMBL3690501,CC(=O)N1CCN(c2ccc(-c3ccn4c(-c5cccc(NC(=O)NCC(F)(F)F)c5)cnc4c3)cn2)CC1,pIC50,7.87,9,,259778
10980,CHEMBL3690500,CN(C)CCCOc1ccc(-c2ccn3c(-c4cccc(NC(=O)NCC(F)(F)F)c4)cnc3c2)cn1,pIC50,7.45,9,,259779
10980,CHEMBL260531,COCCNC(=O)c1cccc2cc(Oc3ccnc4cc(OC)c(C(N)=O)cc34)ccc12,pIC50,7.66,8,,
10980,CHEMBL3690506,O=C(NCC(F)(F)F)Nc1cncc(-c2cnc3cc(-c4cnn(C5CCNCC5)c4)ccn23)c1,pIC50,7.82,9,,259772
10980,CHEMBL3690505,COc1ncccc1-c1ccn2c(-c3cccc(NC(=O)NCC(F)(F)F)c3)cnc2c1,pIC50,6.24,9,,259774
10980,CHEMBL3690504,Cc1cc(-c2ccn3c(-c4cccc(NC(=O)NCC(F)(F)F)c4)cnc3c2)cnc1N(C)C(=O)OC(C)(C)C,pIC50,6.8,9,,259784
10980,CHEMBL390467,N#Cc1cnc(Nc2ccc3ccccc3c2)nc1-c1ccccc1,pIC50,5.68,9,,
10980,CHEMBL270258,O=C(Nc1ccc(Cl)cc1)c1cccc2cc(Oc3ccncn3)ccc12,pIC50,6.51,9,,
10980,CHEMBL424839,COc1ccc(Cl)c(Nc2ncnc3cc(OCCCN4CCCC4)cc(OC(C)C)c23)n1,pIC50,6.05,9,,
10980,CHEMBL3939532,CC(F)(F)c1cncc(NC(=O)Nc2ccc(Oc3ccnc(NC(=O)C4CC4)c3)c(F)c2)c1,pIC50,7.76,8,,410081
10980,CHEMBL425615,Cc1ccccc1NC(=O)NCc1ccc(-c2n[nH]c3c2Cc2cc(CN4CCN(C)CC4)ccc2-3)s1,pIC50,6.35,9,,
10980,CHEMBL374745,CCCn1c2ccc(NC(=O)Nc3ccc(F)cc3)cc2c2c3c(c4c(c21)CCc1nn(C)cc1-4)C(=O)NC3,pIC50,7.92,9,,
10980,CHEMBL497055,O=C1Nc2cc(-n3cccc3)ccc2/C1=C(/Nc1ccc(CN2CCCCC2)cc1)c1ccccc1,pIC50,6.1,9,,
10980,CHEMBL4064941,Cc1n[nH]c2nccc(-c3ccc(NC(=O)Nc4cccc(N(C)C)c4)cc3)c12,pIC50,5.16,9,,
10980,CHEMBL3960591,COc1cc(OC)cc(N(Cc2cccc(OC)n2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,pIC50,6.37,9,,
10980,CHEMBL3354188,COC1CCN(c2nccc(Nc3cc4c(ccn4C(C)C)cn3)n2)CC1,pIC50,5.7,9,,
10980,CHEMBL4247248,Cc1cc(-c2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)c2c(N)onc2n1,pIC50,6.75,9,,
10980,CHEMBL3960598,COC(=O)CCCCS(C)(=O)=NC(=O)c1cnc(N)c(C#Cc2cccc(NC(=O)c3cc(C)ccc3F)c2)c1,pIC50,8.1,8,,368380
10980,CHEMBL3982058,Cc1cc(NC(=O)Nc2cccc(C(F)(F)F)c2)ccc1Oc1cc(NC(=O)C2CC2)ncn1,pIC50,7.84,8,,410137
10980,CHEMBL3910983,O=C(Nc1cccc(OC(F)(F)F)c1)Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)cc1F,pIC50,7.99,8,,410059
10980,CHEMBL435227,Cc1c(CCC(=O)O)c[nH]c1/C=C1\C(=O)Nc2ccc(C(=O)O)cc21,pIC50,6.62,8,,
10980,CHEMBL3924098,COc1cc2c(Nc3ccc(Br)c(Cl)c3C)ncnc2cc1OCC1CN(C)CCO1,pIC50,7.3,9,,
10980,CHEMBL3354185,COC1CCN(c2nccc(Nc3cc4[nH]c(-c5cn[nH]c5)nc4cn3)n2)CC1,pIC50,5.87,9,,
10980,CHEMBL405233,Cc1ccc(C2=Nc3c(N)ncnc3NCC2)cc1,pIC50,5.4,8,,
10980,CHEMBL522785,COc1cc2nc(Nc3cc(C)[nH]n3)nc(Nc3cccc(-c4nc5ccccc5s4)c3)c2cc1OC,pIC50,5.72,8,,
10980,CHEMBL2018884,COc1cc2ncnc(Oc3ccc(NC(=O)Nc4cccc(Br)c4)c(C)c3)c2cc1OC,pIC50,8.4,9,,
10980,CHEMBL2018886,COc1cc2ncnc(Oc3ccc(NC(=O)Nc4ccc5ccccc5c4)c(C)c3)c2cc1OC,pIC50,8.7,9,,
10980,CHEMBL2018881,COc1cccc(NC(=O)Nc2ccc(Oc3ncnc4cc(OC)c(OC)cc34)cc2)c1,pIC50,7.4,9,,
10980,CHEMBL2018880,COc1cc2ncnc(Oc3cccc(NC(C)=O)c3)c2cc1OC,pIC50,5.05,9,,
10980,CHEMBL2018883,COc1cc2ncnc(Oc3ccc(NC(=O)Nc4ccc(Br)cc4)c(C)c3)c2cc1OC,pIC50,7.4,9,,
10980,CHEMBL2018882,COc1cc2ncnc(Oc3ccc(NC(=O)Nc4cccc(Br)c4)cc3)c2cc1OC,pIC50,8.22,9,,
10980,CHEMBL3901682,COc1ccc(OC)c(N(CCNC(C)C)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,pIC50,5.77,9,,
10980,CHEMBL4162743,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N2C(=O)CC[C@@H]2CN(C)C)cc1)c1ccccc1,pIC50,7.29,9,,
10980,CHEMBL194057,COc1ccc(-c2oc3ncnc(N)c3c2-c2ccc(N(C)C)cc2)cc1,pIC50,6.46,8,,
10980,CHEMBL365133,COc1cc(OC)cc(-c2cc3cnc(N(CCCCCO)C(C)=O)cc3nc2NC(=O)NC(C)(C)C)c1,pIC50,5.12,9,,
10980,CHEMBL187627,CN1CCN(Cc2ccc(NC(=O)Nc3ccc(N(C)c4ccnc(Nc5ccc(CS(C)(=O)=O)cc5)n4)cc3)cc2)CC1,pIC50,8.4,9,,
10980,CHEMBL3958466,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1CN(C(C)=O)CCCO1,pIC50,7.3,9,,
10980,CHEMBL3928180,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1CN(C2CCOCC2)CCO1,pIC50,7.3,9,,
10980,CHEMBL234202,O=C(Nc1ccc(Cl)cc1)c1nccn1CCc1ccncc1,pIC50,6.15,8,,
10980,CHEMBL234203,O=C(Nc1ccc(C(F)(F)F)cc1)c1nccn1CCc1ccncc1,pIC50,6.055,8,,
10980,CHEMBL234205,O=C(Nc1ccc(C(F)(F)F)cc1)c1nnnn1CCc1ccncc1,pIC50,5.8,8,,
10980,CHEMBL3810135,CC(C)(C)c1cc(NC(=O)n2ncc3cc(Oc4ncnc5c4CNC5)ccc32)no1,pIC50,5.5,9,,
10980,CHEMBL3916485,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nc(-c2ccncc2)cs1,pIC50,6,9,,
10980,CHEMBL3740554,CS(=O)(=O)c1ccc(Nc2nccc(Oc3ccc4c(C(=O)Nc5ccccc5)cccc4c3)n2)cc1,pIC50,8.49,9,,
10980,CHEMBL3968793,COc1cc(OC)cc(N(CCCNCC(F)(F)F)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,pIC50,6.66,9,,
10980,CHEMBL3923013,COCCN1CCOC(COc2cc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3cc2OC)C1,pIC50,7.3,9,,
10980,CHEMBL3958800,Cc1cc(Oc2cc(NC(=O)C3CC3)ncn2)ccc1NC(=O)Nc1cc(N2CCCC2)cc(C(F)(F)F)c1,pIC50,7.84,8,,410102
10980,CHEMBL3690467,Cc1cccnc1-c1ccn2c(-c3cccc(NC(=O)NCC(F)(F)F)c3)cnc2c1,pIC50,6.57,9,,259753
10980,CHEMBL497949,NC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(CN2CCCCC2)cc1)c1ccccc1,pIC50,6.12,9,,
10980,CHEMBL4226340,CNC(=O)c1ccc(Sc2ccc(NC(=S)Nc3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2)nc1,pIC50,6.56,9,,
10980,CHEMBL4165455,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc2c(c1)N(C(=O)CN1CCCC1=O)CC2)c1ccccc1,pIC50,6.64,9,,
10980,CHEMBL302481,CC(C)(C)n1cc(-c2ccc(Oc3ccc(O)cc3)cc2)c2c(N)ncnc21,pIC50,5.7,8,,
10980,CHEMBL3966626,COc1ccc(OC)c(N(CCO)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1.Cl,pIC50,5.82,9,,
10980,CHEMBL3893058,COc1cc2c(Nc3ccc(N4CCN(C)CC4)c(Cl)c3Cl)ncnc2cc1O[C@H]1CO[C@@H]2[C@@H](F)CO[C@H]12,pIC50,6,9,,
10980,CHEMBL179061,COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccccc4C)cc3)c2cc1OC,pIC50,8.64,8,,
10980,CHEMBL3759853,COc1cc2ncnc(Nc3ccccc3Cl)c2cc1OCCCCC(=O)NO,pIC50,6.08,9,,
10980,CHEMBL4172854,Cc1ccc(-c2nc3ccccc3n2CC(=O)N/N=C/c2ccccc2Cl)o1,pIC50,5.9,9,,
10980,CHEMBL215943,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1-c1ccc2nc(NCCN3CCOCC3)ncc2c1,pIC50,9,9,,
10980,CHEMBL215948,CN1CCN(Cc2ccc3c(c2)-c2n[nH]c(-c4ccc(CN(C)C(=O)Nc5ccc(Cl)c(Cl)c5)s4)c2C3)CC1,pIC50,7.75,9,,
10980,CHEMBL1242977,CNc1nccc(-c2cccnc2Oc2ccc(NC(=O)c3cccc(C(F)(F)F)c3)cc2C)n1,pIC50,5.49,8,,
10980,CHEMBL4282231,Cc1ccc(C2=Nc3c(n[nH]c3C)Nc3nc(N4CCOCC4)ncc32)cc1,pIC50,7.67,9,,
10980,CHEMBL1241950,CC(C)n1nc(-c2ccc3nc(NN)ccc3c2)c2c(N)ncnc21,pIC50,4.3,8,,
10980,CHEMBL213478,CNc1ncc2cc(-c3cc(Nc4nc5cc(C(F)(F)F)ccc5[nH]4)ccc3C)ccc2n1,pIC50,5.84,9,,
10980,CHEMBL3905323,O=C(Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)cc1F)Nc1cc(C(F)(F)F)ccc1Cl,pIC50,7.93,8,,410235
10980,CHEMBL3746562,CC1(c2cc(NC(=O)n3ccc4cc(Oc5ncnc6c5CCNC6)ccc43)n[nH]2)CC1,pIC50,8.486666667,9,,
10980,CHEMBL248713,CCNCc1cncc(-c2cnc3[nH]nc(-c4nc5cc(F)ccc5[nH]4)c3c2)c1,pIC50,6.82,8,,
10980,CHEMBL248712,CCNCc1cncc(-c2cnc3[nH]nc(-c4nc5cc(F)c(F)cc5[nH]4)c3c2)c1,pIC50,7,8,,
10980,CHEMBL4473213,CC(C)(C)c1cc(NC(=O)Cc2ccc(-n3cnc4cc(-c5ccc(S(C)(=O)=O)cc5)ccc43)cc2)no1,pIC50,8.52,9,,
10980,CHEMBL438653,Cc1cccc(NC(=O)Nc2ccc(-c3ccc(OCCN(C)C)c4[nH]nc(N)c34)cc2)c1,pIC50,7.67,9,,
10980,CHEMBL392513,Cc1noc(NCc2ccncc2)c1C(=O)Nc1ccc(C(F)(F)F)cc1,pIC50,6.5,8,,
10980,CHEMBL194113,OCc1cccc(Nc2ncc(-c3ccccc3)o2)c1,pIC50,6.3,9,,
10980,CHEMBL495762,CN1CCN(c2ccc3[nH]c(-c4c(N)c5c(Cl)cccc5[nH]c4=O)nc3c2)CC1,pIC50,7.85,9,,
10980,CHEMBL495763,Cc1cccc2[nH]c(=O)c(-c3nc4cc(N5CCN(C)CC5)ccc4[nH]3)c(N)c12,pIC50,7.92,9,,
10980,CHEMBL462231,Cn1cnc(-c2cc3nccc(Oc4ccc(NC(=O)C5(C)CCN(c6ccccc6)C5=O)cc4F)c3s2)c1,pIC50,6.64,8,,
10980,CHEMBL231357,Cc1cccc(NC(=O)Cc2ccc(-c3csc4ccnc(N)c34)cc2)c1,pIC50,7.03,9,,
